taxon_key	taxon_name	common_name	cla_code	ord_code	fam_code	gen_code	spe_code	effective_distance	habitat_diversity_index	estuaries	coral	front	sea_grass	sea_mount	others	slope	shelf	abyssal	inshore	offshore	max_depth	min_depth	true_max_depth	water_column_position	intertidal	lat_north	lat_south	found_in_fao_area_id	fao_limits	sl_max	temperature	general_comments
600077	Istiophorus platypterus	Indo-Pacific sailfish	6	60	419	3516	77	0.999999997	0.2	0	0	0	0	0	0.5	0	0	0	0.5	0.5	9999	0		pelagic-oceanic	f	60	-45	"{37,47,51,57,61,71,77,81,87}"	9	344	25.6	"Amy's comments: IUCN & FAO, see sp ref for seamount. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
601242	Sphoeroides testudineus	Checkered puffer	6	62	448	4586	1242	59.24369736	0.6	0	0.25	0	1	0	0.25	0	0.5	0	0.75	0.5	48			reef-associated	f	42	-24	"{21,31,41,77}"	4	32.33333333	25.6	"FB or SLB Comments: Commonly found in bays, tidal creeks and protected coastal waters, especially on seagrass beds, and in brackish water. Rare or absent on coral reefs. Does not form schools, but may form huge aggregates. Hides in the sand when frightened (Ref. 9710). Feeds mainly on bivalves, gastropods, foraminiferans and several other benthic invertebrates specially crustaceans, which it crushes with its powerful teeth (Ref. 35237). To ward off predators, it inflates itself like a balloon. Highly toxic; used to poison cats and dogs (Ref. 2861)."
601201	Scorpaena plumieri	Spotted scorpionfish	6	59	264	4531	1201	71.96750978	0.8	0.75	1	0	0.5	0	0.75	0	0.5	0	0.75	0.5	60	0		reef-associated	f	41	-21	"{21,31,41,47}"	4	35.983755	25.6	"FB or SLB Comments: Found mostly in shallow coral reef and rocky areas. Lies motionless on the bottom (Ref. 9710). Feeds mostly on other fishes and crustaceans. Moderately common below about 5 m depth to at least 55 m. Displays characteristic bright white spots on dark background of pectoral axil when disturbed (Ref. 49392). Anterolateral glandular groove with venom gland (Ref. 57406). Eaten locally and said to taste a bit like chicken. Traded as an aquarium fish at CearÃ¡, Brazil (Ref. 49392)."
603586	Pareques umbrosus	Cubbyu	6	60	331	5505	3586	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	91	5		reef-associated		37	18	"{21,31,41}"	3	20.91385166	25.6	FB or SLB Comments: Found over soft bottoms (Ref. 9626) of coastal waters. Secretive but approachable (Ref. 9710). Has been reared in captivity (Ref. 35408).
604280	Monacanthus ciliatus	Fringed filefish	6	62	517	526	4280	30.39999991	0.4	0	0	0	1	0	0.25	0	0.5	0	0.75	0.5	50	1		reef-associated	f	52	-51	"{21,31,41}"	3	16.3711671	25.6	"FB or SLB Comments: Occurs in shallow water down to 50 m depth, over sandy and rocky bottoms, but more commonly in grass beds (Ref. 3790). Often seen moving head down among seagrass blades (Ref. 9710). The young are often associated with floating <i>Sargassum</i> (Ref. 3720). Feeds on plants and algae, and also on small crustaceans (Ref. 3720). Rarely consumed (Ref. 3790)."
601081	Aluterus schoepfii	Orange filefish	6	62	517	5905	1081	66.9417223	0.6	0.5	0	0	0.5	0	0.5	0	0.5	0	0.5	0.5	900	3		reef-associated	f	46	-33	"{21,31,34,41,47}"	5	47.74353114	25.6	"FB or SLB Comments: Usually found over bottoms with seagrass, sand, or mud (Ref. 3790). Juveniles are associated with floating <i>Sargassum</i>. Solitary or in pairs (Ref. 9710). Feeds on a variety of plants, including algae and seagrasses (Ref. 3790). Generally considered as trash fish, rarely consumed (Ref. 3790). Traded as an aquarium fish at CearÃ¡, Brazil (Ref. 49392)."
608069	Diplodus sargus helenae 	St. Helena white seabream	6	60	330	6472	8069	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.5	0	15	5			f	-10	-20	{47}	1	25	25.5	
601090	Mugil liza	Lebranche mullet	6	63	359	3595	1090	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	30	10			f	32	-51	"{31,41}"	2	63	25.5	
601486	Opisthonema oglinum	Atlantic thread herring	6	28	43	5705	1486	29.21212115	0.4	0	0.75	0	0	0	0.5	0	0.5	0	0.5	0	21	5			f	40	-36	"{21,31,41}"	3	29	25.5	
602532	Ginglymostoma cirratum	Nurse shark	4	6	493	1797	2532	99.9999997	0.6	0.5	0.5	0	0	0	0.5	0	0.5	0	0.5	0	130	0			t	44	-35	"{21,27,31,34,41,77,87}"	7	353	25.5	
602574	Dasyatis sabina	Atlantic stingray	4	65	20	1943	2574	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	25			demersal	t	39	17	"{2,21,31}"	3	61	25.5	"FB or SLB Comments: Adults inhabit coastal waters, including estuaries and lagoons (Ref. 12951) and ascend rivers (Ref. 12951). They feed on tube anemones, polychaete worms, small crustaceans, clams, and serpent stars (Ref. 12951). Ovoviviparous (Ref. 50449). Parturition occurs in July and August (Ref. 27549)."
600857	Carcharhinus acronotus	Blacknose shark	4	8	11	1358	857	99.9999997	0.6	0.75	1	0	0	0	0.75	0	0.5	0	0.5	0.5	64	18		reef-associated	f	40	-37	"{21,31,41}"	3	161.9524993	25.5	"FB or SLB Comments: Found on continental and insular shelves, mainly over sandy, shell, and coral bottoms. Feeds on small fishes, including pinfish (Sparidae) and porcupine fish. Preyed on by larger sharks. Viviparous (with a yolk-sac placenta), with 3 to 6 young per litter. Performs a 'hunch' display, with back arched, caudal lowered and head raised, as a possible threat display when confronted by divers. Utilized dried salted for human consumption."
607358	Epinephelus polylepis	Smallscaled grouper	6	60	289	7755	7358	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.5	0.5	100	33			f	33	8	"{51,61}"	2	50	24.5	
601107	Lactophrys trigonus	Buffalo trunkfish	6	62	446	1405	1107	91.79576972	0.8	0.5	0.75	0	0.5	0	0.5	0	0.5	0	0.5	0.5	50	2		reef-associated	f	43	-33	"{21,31,37,41}"	4	45.897885	25.5	"FB or SLB Comments: Inhabits seagrass beds, coral rubble areas, and offshore reefs down to about 50 m. Feeds on a wide variety of small benthic invertebrates such as mollusks, crustaceans, worms and sessile tunicates, as well as some sea grasses (Ref. 3696). Highly esteemed food fish in the Caribbean (Ref. 3696)."
603189	Fundulus confluentus	Marsh killifish	6	50	570	1147	3189	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0	0	0.5	0	5	0		benthopelagic		40	24	"{2,21,31}"	3	6.936	25.5	"FB or SLB Comments: Occurs mainly in grassy backwaters and brackish bays, not along open beaches. Also found in fresh water (Ref. 7251). Not a seasonal killifish. Is difficult to maintain in aquarium (Ref. 27139)."
690770	Carpilius convexus	Red reef crab	901009	910032	900408	902045	921379	0.999999997	0.2	0	1	0	0	0	0	0	0.5	0	0.5	0	20	0			f	30	-10	"{57,61,71,77}"	4	15	25.47	
604708	Pomadasys jubelini	Sompat grunt	6	60	327	3076	4708	28.99999994	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	100	0			f	20	-22	"{34,47}"	2	45	25.4	
600217	Istiompax indica	Black marlin	6	60	419	4043	217	60.39999982	0.4	0	0.5	0	0	0	0.5	0	0	0	1	0.5	9999	0			f	44	-47	"{47,51,57,61,71,77,81,87}"	8	452	25.4	
601196	Stellifer rastrifer	Rake stardrum	6	60	331	3811	1196	30.39999991	0.4	0.75	0	0	0	0	0.5	0	0.5	0	0.75	0	40	0			f	15	-35	"{31,41}"	2	16	25.4	
602074	Rhinobatos cemiculus	Blackchin guitarfish	4	14	17	1540	2074	60.39999982	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0.5	100	9		demersal	f	42	-17	"{27,34,37}"	3	232.961058	25.4	"Amy's comments: caught at tunisian shore and brackish waters (CapapÃ©, C., & Zaouali, J. (1994). Distribution and reproductive biology of the blackchin guitarfish, Rhinobatos cemiculus (Pisces: Rhinobatidae), in Tunisian waters (central Mediterranean). Marine and Freshwater Research, 45(4), 551-561.). NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments. FB or SLB Comments: Inhabits sandy and muddy bottoms, from shadow water to about 100 m. Slow swimming over bottom or partially buried. Feeds on invertebrates and fishes. Ovoviviparous, one or two litters per year, of 4-6 embryos."
601024	Chaetodipterus faber	Atlantic spadefish	6	60	340	3445	1024	69.99999979	0.6	0.5	0.5	0	0	0	0.5	0	0.5	0	0.75	0	35	3		reef-associated	f	43	-24	"{21,31,41}"	3	70	25.4	"Amy's comments: shelf (Torgersen, T., Kaartvedt, S., Melle, W., & Knutsen, T. (1997). Large scale distrlbution of acoustical scattering layers at the Norwegian continental shelf and the Eastern Norwegian Sea. Sarsia, 82(2), 87-96.). NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
603704	Astroscopus y-graecum	Southern stargazer	6	60	378	3114	3704	28.22222218	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	100	2		reef-associated	f	35	8	"{21,31,41}"	3	37.048	25.4	"FB or SLB Comments: Inhabits silty, sandy, or rubble bottoms (Ref. 9710). Feeds on fishes (Ref. 13628). Possesses electric organs located in a specialized pouch behind the eyes. Can discharge up to 50 volts (Ref. 10576).The electric organ discharge (EOD) rate depends on the temperature: about 500 Hz at 35Â°C and 50 Hz at 15Â°C (corresponding to the annual temperature range of the habitat of this species) (Ref. 10011). Cleithral spine with venom gland (Ref. 57406)."
600453	Pseudupeneus prayensis	West African goatfish	6	60	332	2722	453	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.5	0	300	10			f	35	-17	"{34,37,47}"	3	55	25.2	
607708	Pomadasys stridens	Striped piggy	6	60	327	3076	7708	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.5	0	68	65			f	34	-32	"{37,51,57}"	3	17	25.2	
601393	Hoplopagrus guentherii	Mexican barred snapper	6	60	323	5297	1393	30.39999991	0.4	0	0.75	0	0	0	0.5	0	0.5	0	0.5	0.5	50	0			f	35	2	"{77,87}"	2	75	25.2	
601203	Diplectrum formosum	Sand perch	6	60	289	10490	1203	49.99999985	0.6	0.5	0	0	0.5	0	0.5	0	0.5	0	0.5	0	80	0			f	37	-35	"{21,31,41}"	3	25	25.2	
601937	Chloroscombrus orqueta	Pacific bumper	6	60	314	4797	1937	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	60	0			f	33	-18	"{77,87}"	2	25	25.2	
600436	Pagellus bellottii	Red pandora	6	60	330	5351	436	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.5	0	250	0		demersal	f	35	-25	"{34,37,47}"	3	42	25.2	"Amy's comments: Inshore, (http://www.fao.org/fishery/species/2369/en). NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
690253	Palinurus delagoae	Natal spiny lobster	901009	910032	900013	911325	915022	28.22222218	0.4	0	0.25	0	0	0	0.75	0.5	0.5	0	0.5	0.5	400	0		demersal	f	-17	-31	{51}	1	35	25	"Amy's comments: coral fragments . NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
608107	Evynnis cardinalis	Threadfin porgy	6	60	330	1563	8107	60.31332618	0.6	0.5	0.75	0	0	0	0.5	0	0.5	0	0.5	0.5	100	0		reef-associated	f	35	10	"{61,71}"	2	33.77779279	25.2	"FB or SLB Comments: Found over a wide range of bottom types from the surface to 100 m, but is more common close to reefs or on rough bottoms. Small individuals are very common at some localities in shallow, sheltered bays; larger fish often occur in deeper water. Important food fish."
690789	Hexabranchus sanguineus	Spanish dancer	901064	910284	902116	906326	989489	0.999999997	0.2	0	0.5	0	0	0	0	0	0.5	0	0.75	0	20	10			f	32	-35	"{51,61,71}"	3	100	25.12	
690670	Sepioteuthis lessoniana	Bigfin reef squid	901063	910267	901915	914774	957302	71.99999978	0.8	0.5	0.75	0	0.5	0	0.5	0	0.5	0	0.75	0	100	0			f	42	-42	"{51,57,61,71,77,81}"	6	36	25.11	
601236	Sphyraena guachancho	Guachanche barracuda	6	60	360	997	1236	60.39999982	0.4	0.75	0	0	0	0	0.5	0	0.5	0	0.75	0	9999	0			f	45	-55	"{21,31,34,41}"	4	164	25.1	
600219	Kajikia albida	Atlantic white marlin	6	60	419	4881	219	0.999999997	0.2	0	0	0	0	0	0.5	0	0	0	0.25	1	9999	0			f	47	-39	"{21,27,31,34,37,41,47}"	7	246	25.1	
601321	Bothus pantherinus	Leopard flounder	6	61	439	8354	1321	28.48780483	0.4	0	0.75	0	0	0	0.5	0	0.5	0	0.5	0	150	3			f	32	-35	"{47,51,57,61,71,77,81}"	7	33	25.1	
690177	Saccostrea cuccullata	Hooded oyster	901062	910253	901824	914401	948108	49.99999985	0.6	0.5	0	0	0.5	0	0.5	0	0.5	0	0.5	0	5	0		benthic	f	90	-90	"{34,37,51,57,61,71,77,81}"	8	20	25.1	"Amy's comments: seagrass: Bollen, A. (1993). Saccostrea cucullata (von Born, 1778): voedselaanwezigheid in een mangrovekreek (Gazi, Kenya) = Saccostrea cucullata (von Born, 1778): food availability in a mangrove creek (Gazi, Kenya). MSc Thesis. Vrije Universiteit Brussel: Brussel. 105 pp.. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
690821	Calappa hepatica	Box crab	901009	910032	900403	901751	921137	49.99999985	0.6	0	0.75	0	0.5	0	0.5	0	0.5	0	0.5	0	100	0			f	90	-90	"{51,57,61,71,77,81}"	6	8	25.06	
690036	Mytilus planulatus	Australian mussel	901062	910251	901813	910031	983785	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	1	0	21	0			t	0	-55	"{57,71,81}"	3	6	25	
690599	Stramonita haemastoma	Hays rock shell	901064	910280	902011	915402	902415	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.75	0	538	0			t	43	-37	"{21,27,31,34,37,41,47}"	7	8	25	
600636	Heptranchias perlo	Sharpnose sevengill shark	4	4	5	2342	636	37.93749993	0.4	0	0	0	0	0.5	0.5	0.5	0.5	0	0.25	0.75	1000	0		bathydemersal	f	49	-46	"{31,34,37,41,47,51,57,61,71,81,87}"	11	115	25	"Amy's comments: seamount sp ref. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
690047	Menippe mercenaria	Black stone crab	901009	910032	900451	908517	925709	49.99999985	0.8	0.75	0.5	0	0.5	0	0.5	0	0.5	0	0.75	0.5	51	0			t	40	10	"{21,31}"	2	11	25	
601389	Sarotherodon galilaeus	Mango tilapia	6	60	349	1934	1389	28.34883716	0.4	0.5	0	0	0	0	0.5	0	1	0	1	0	10	0		demersal	t	35	-15	"{34,37}"	2	34	25	"Amy's comments: Find Species name in Literature folder, for access to the reference used to draw each of these comments"
602579	Gymnura micrura	Smooth butterfly ray	4	14	501	10237	2579	30.39999991	0.4	0.5	0	0	0	0	0.75	0	0.5	0	0.5	0.5	40	5			f	41	-30	"{21,31,34,41}"	4	63	25	
600915	Sphyrna tiburo	Bonnethead	4	8	12	30	915	99.9999997	0.8	0.5	0.5	0	0.5	0	0.5	0	0.5	0	0.75	0	80	10			f	45	-36	"{21,31,41,77,87}"	5	123	25	
601163	Anchoa nasus	Longnose anchovy	6	28	454	5863	1163	30.39999991	0.4	0.25	0	0	0	0	0.5	0	0.5	0	0.75	0	9999	0			f	31	-14	"{77,87}"	2	14	25	
690750	Tonna galea	Helmet ton	901064	910281	902068	916232	904990	30.39999991	0.4	0	0.5	0	0	0	0.5	0	0.5	0	0.75	0	80	5			t	35	-38	"{31,37,41}"	3	25	25	
690888	Crassostrea sikamea	Kumamoto oyster	901062	910253	901824	903275	9140930	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.5	0	300	0			f	90	-90	{61}	1	14	25	
614069	Paralonchurus dumerilii	Suco croaker	6	60	331	8709	14069	28.22222218	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	30	0			f	14	-15	"{77,87}"	2	37	25	
690882	Parribacus caledonicus	Caledonian mitten lobster	901009	910032	900015	911896	915065	30.39999991	0.4	0	0.5	0	0	0	0.5	0	0.5	0	0.75	0	20	0			f	9	-26	"{71,77}"	2	18	25	
690054	Litopenaeus stylirostris	Blue shrimp	901009	910032	900009	907805	914916	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.75	0	45	0			f	35	-20	"{77,87}"	2	23	25	
690302	Haliotis midae	Perlemoen abalone	901064	910286	902757	905845	983746	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.5	0	10	0			t	-32	-35	"{47,51,57,61,67,71,77,81}"	8	25	25	
690649	Anadara ovalis	Oval blood ark	901062	910248	901798	900231	947559	30.39999991	0.4	0.25	0	0	0	0	0.5	0	0.5	0	0.75	0	11	0		benthic	t	42	-35	"{21,31,41}"	3	8	25	"Amy's comments: Changed from Anadara ovalis to Lunarca ovalis. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
690470	Ommastrephes bartramii	Neon flying squid	901063	910267	901920	910844	958132	0.999999997	0.2	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	9999	0		pelagic	f	61	-48	"{21,27,31,34,37,41,47,51,57,61,67,71,77,81,87}"	15	50	25	"Amy's comments: Changed to pelagic. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
690334	Sicyonia brevirostris	Rock shrimp	901009	910032	900484	914838	925489	49.99999985	0.6	0.5	0	0	0.5	0	0.5	0	0.5	0	0.75	0.5	330	0		benthic	f	40	15	"{21,31,77}"	3	15	25	"Amy's comments: estuary, seagrass. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
690005	Acetes japonicus	Akiami paste shrimp	901009	910032	900482	909540	925421	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	9999	0		pelagic	f	50	-15	"{51,57,61,71}"	4	3	25	"Amy's comments: estury. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
690217	Solenocera agassizii	Kolibri shrimp	901009	910032	900007	914969	925477	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0	0.5	284	280		demersal	f	12	-5	"{77,87}"	2	15	25	"Amy's comments: offshore and on the shelf. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
690052	Callinectes sapidus	Blue crab	901009	910032	900473	901800	926794	49.99999985	0.6	0.5	0	0	0.5	0	0.5	0	0.5	0	0.75	0	90	0		demersal	t	50	-50	"{21,27,31,37,41,61}"	6	23	25	"Amy's comments: seagrass. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
601008	Seriola zonata	Banded rudderfish	6	60	314	7464	1008	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0				benthopelagic	f	46	-23	"{21,31,41}"	3	64.59447588	25	FB or SLB Comments: Adults are pelagic or epibenthic and confined to coastal waters over the continental shelf. They feed on fishes and shrimps.
601226	Calamus nodosus	Knobbed porgy	6	60	330	2964	1226	29.393025	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	90	7		reef-associated		37	18	"{21,31}"	2	46.76673372	25	FB or SLB Comments: Found over hard bottoms. Sometimes taken in trawls and hook and line; good food fish (Ref. 26938).
600411	Menticirrhus littoralis	Gulf kingcroaker	6	60	331	1467	411	28.64102559	0.4	0.25	0	0	0	0	0.75	0	0.5	0	0.75	0	40	10			f	38	-33	"{21,31,41}"	3	43	24.9	
613721	Haemulopsis nitidus	Shining grunt	6	60	327	7959	13721	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.5	0	125	0			f	32	-15	"{77,87}"	2	25	24.9	
601933	Caranx crysos	Blue runner	6	60	314	3864	1933	30.39999991	0.4	0.75	0	0	0	0	0.5	0	0.5	0	0.75	0.5	100	0			t	46	-26	"{21,31,34,37,41,47}"	6	57	24.9	
600959	Bagre marinus	Gafftopsail sea catfish	6	32	145	8470	959	0.999999997	0.2	0	0	0	0	0	0.5	0.75	0	0	0.75	0.5	50	0		demersal	t	43	8	"{21,31,41}"	3	53.42666223	24.9	"Amy's comments: Common along inner shelf (Yaiiez-Arancibia, A., & Lara-Dominguez, A. L. (1988). Ecology of three sea catfishes (Ariidae) in a tropical coastal ecosystem-southern Gulf of Mexico. Mar. Ecol. Prog. Ser, 49, 215-230.). NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments. FB or SLB Comments: Mainly marine but enters brackish estuaries with relatively high salinities (Ref. 5217). Feeds mainly on small fishes and invertebrates. The dorsal and pectoral fins are equipped with a serrated erectile spine, both of which are venomous. Commonly caught by anglers along bridges, piers and catwalks. Flesh considered good; marketed fresh (Ref. 5217). Minimum depth reported taken from Ref. 57178."
600988	Alectis ciliaris	African pompano	6	60	314	2433	988	84.99999986	0.6	0.5	0.75	0	0	0	0.5	0	0.5	0	0.5	0.5	100	60			f	42	-24	"{21,31,34,41,47,51,57,61,71,77,81,87}"	12	123	24.8	
605068	Psettodes bennettii	Spiny turbot	6	61	437	5239	5068	28.99999994	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.75	0	50	15			f	28	5	{34}	1	45	24.8	
600266	Lutjanus griseus	Grey snapper	6	60	323	1202	266	99.9999997	0.8	0.5	0.75	0	0.5	0	0.5	0	0.5	0	0.5	0.5	180	5			f	43	-6	"{21,31,41}"	3	72	24.8	
628128	Grammoplites suppositus	Spotfin flathead	6	59	273	2300	28128	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.5	0	94	30			f	31	5	"{51,57}"	2	20	24.8	
601170	Cynoscion arenarius	Sand weakfish	6	60	331	5172	1170	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.75	0.5	69	0			f	30	19	{31}	1	52	24.8	
690376	Farfantepenaeus subtilis	Southern brown shrimp	901009	910032	900009	903873	914602	30.39999991	0.4	0.75	0	0	0	0	0.75	0	0.5	0	0.5	0	190	0			f	90	-90	"{31,41}"	2	15	24.8	
600311	Urophycis brasiliensis	Brazilian codling	6	44	506	1755	311	28.22222218	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	190	24		demersal	f	-21	-53	{41}	1	35	24.8	"Amy's comments: (AcuÃ±a Plavan, A., Sellanes, J., RodrÃ­guez, L., & Burone, L. (2007). Feeding ecology of Urophycis brasiliensis on the Uruguayan coast of the RÃ­o de la Plata estuary. Journal of Applied Ichthyology, 23(3), 231-239.)Estuarine. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
601751	Remora remora	Shark sucker	6	60	313	847	1751	99.9999997	0.8	0.5	0.75	0	0.5	0	0.5	0	0.5	0	0.5	0.5	200	0		reef-associated	f	60	-36	"{21,27,31,34,37,41,47,51,57,61,67,71,77,81,87}"	15	73.1308608	24.8	"Amy's comments: coral (Hernandez-Delgado, E. A., Alicea-Rodriguez, L., Toledo, C. G., & Sabat, A. M. (2000). Baseline characterization of coral reefs and fish communities within the proposed Culebra Island marine fishery reserve, Puerto Rico. In Proceedings of the Gulf and Caribbean Fisheries Institute (Vol. 51, pp. 537-555).). NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments. FB or SLB Comments: Usually associated with sharks but also attaches itself to other large fishes, sea turtles and even ships (Ref. 2850, 58302); found in gill chambers, fins and body surface (Ref. 5951). Sometimes free-swimming (Ref. 2850). Younger individual is more active as parasite pickers (Ref. 26938). Feeds on parasitic copepods (Ref. 35388)."
600171	Lutjanus purpureus	Southern red snapper	6	60	323	1202	171	0.999999997	0.2	0	0	0	0	0	0.5	0.5	0.5	0	0.5	0.5	340	26		demersal	f	23	-20	"{31,41}"	2	86	24.8	"Amy's comments: Found on shelf and slope, rocky substrates (Mendoza, J. J., & Larez, A. (2004). A biomass dynamics assessment of the southeastern Caribbean snapperâ€“grouper fishery. Fisheries research, 66(2), 129-144.). NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
602719	Synodus foetens	Inshore lizardfish	6	39	160	3034	2719	61.11111101	0.6	0.5	0	0	0.5	0	0.5	0	0.5	0	0.5	0.5	200	0		reef-associated	f			"{21,31,41}"	3	39.23544807	24.8	"FB or SLB Comments: Adults are found on both shallow and deep sand flats among grass (Ref. 12342, 39154, 39155), inshore in saltwater creeks, rivers, bays, sounds (Ref. 39156), and deep channels within lagoons (Ref. 39155). Probably more dense over mud than shell or calcareous bottom (Ref. 39157). Also found in open ocean over continental shelf (Ref. 4639). A solitary (Ref. 26340) voracious predator that lurks in shallow bays and shore waters; burrows in bottom sediments. Juveniles are pelagic, and readily collected from open ocean, usually near land in vicinity of or in shallow water (Ref. 4639). Mostly piscivorous, also includes shrimps, crabs and cephalopodes (Ref. 93252). Oviparous, newly hatched larvae are found near the surface at depths from 27 to 46 m (Ref. 39159). Salinity range 4.0-60.0 ppt (may include juveniles), more abundant above 10.0 ppt and 30.0 ppt (Ref. 39158, 39162, 39050). Commonly caught by anglers but considered a nuisance."
601225	Calamus leucosteus	Whitebone porgy	6	60	330	2964	1225	61.11111101	0.6	0.25	0.75	0	0	0	0.25	0	0.5	0	0.5	0	100	10		demersal	f	37	18	"{21,31}"	2	36.81678846	24.8	FB or SLB Comments: Found mainly on sedimentary bottoms from 10 and 100 m depth.
603316	Centropristis ocyurus	Bank sea bass	6	60	289	1092	3316	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	101	11		demersal		37	18	"{21,31}"	2	21.36204392	24.8	FB or SLB Comments: Prefers hard bottoms at depths of about 55 m.
601596	Tenualosa ilisha	Hilsa shad	6	28	43	2322	1596	69.99999979	0.6	0.5	0.5	0	0	0	0.5	0	0.5	0	0.75	0	9999	0			f	33	7	"{51,57}"	2	60	24.7	
690155	Metapenaeus ensis	Greasyback shrimp	901009	910032	900009	908681	925234	49.99999985	0.6	0.5	0	0	0.75	0	0.5	0	0.5	0	0.75	0	95	18			f	90	-90	"{57,61,71,81}"	4	15	24.7	
601149	Priacanthus arenatus	Atlantic bigeye	6	60	303	5555	1149	28.64102559	0.4	0	0.75	0	0	0	0.5	0	0.5	0	0.5	0.5	200	10			f	43	-40	"{21,31,34,37,41,47}"	6	43	24.7	
600181	Lutjanus synagris	Lane snapper	6	60	323	1202	181	97.99999971	0.8	0.5	1	0	0.75	0	0.5	0	0.5	0	0.5	0	400	10			f	38	-27	"{21,31,41}"	3	49	24.7	
601511	Sardinella longiceps	Indian oil sardine	6	28	43	3475	1511	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.5	0	9999	0			f	26	2	"{51,57,61,71}"	4	23	24.7	
690765	Tripneustes gratilla	Shortspine urchin	901045	910212	901668	916404	986771	49.99999985	0.6	0	0.5	0	0.5	0	0.5	0	0.5	0	0.75	0	75	0			f	90	-90	"{51,57,61,71,77,81}"	6	16	24.7	
600288	Galeichthys feliceps	White barbel	6	32	145	2514	288	28.99999994	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	120	0			f	41	-36	"{21,31,47,51}"	4	45	24.7	
600089	Acanthocybium solandri	Wahoo	6	60	416	369	89	60.39999982	0.4	0	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0.5	9999	0		pelagic-oceanic	f	45	-38	"{31,34,37,41,47,51,57,61,71,77,81,87}"	12	227	24.7	"Amy's comments: Maximum depth in FishBase is very wrong if compared to IUCN, see seamount ecology species reference also. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
601220	Calamus arctifrons	Grass porgy	6	60	330	2964	1220	30.39999991	0.4	0	0	0	1	0	0.25	0	0.5	0	0.5	0	22	1		demersal	f	30	24	{31}	1	20.025	24.7	FB or SLB Comments: Occurs in sea grass beds from near shore to at least 22 m. Small individuals have been known to form small aggregations. Feeds primarily on invertebrates. Marketed mostly fresh and frozen (Ref. 9739).
603334	Mycteroperca xenarcha	Broomtail grouper	6	60	289	4738	3334	40.99999993	0.4	0.5	0	0	0	0	0.5	0.5	0.5	0	0.5	0.5	60	10			f	35	-10	"{77,87}"	2	123	24.6	
