taxon_key	taxon_name	common_name	cla_code	ord_code	fam_code	gen_code	spe_code	effective_distance	habitat_diversity_index	estuaries	coral	front	sea_grass	sea_mount	others	slope	shelf	abyssal	inshore	offshore	max_depth	min_depth	true_max_depth	water_column_position	intertidal	lat_north	lat_south	found_in_fao_area_id	fao_limits	sl_max	temperature	general_comments
612803	Periophthalmus barbarus	Atlantic mudskipper	6	60	405	5745	12803	49.99999985	0.8	1	0.5	0	0.25	0	2	0	0	0	1	0	20	0		benthic	t	21	-18	"{34,47}"	2	21.5	26.5	"Amphibious air-breather, skips or walks on sand or mud in search of food; that is, on exposed intertidal mud flats of estuarine mangrove swamps "
690377	Lithodes santolla	Southern king crab	901009	910032	900448	907791	983760	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.5	0	212	0	600	demersal	f	-39	-60	"{41,87}"	2	14	5	"Amy's comments: Name changed from Lithodes antarcticus to Lithodes santolla. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments. Can be found up to 600 m in some parts of range but commonly above 200 m (http://spo.nmfs.noaa.gov/mfr482/mfr4825.pdf) Forieng Fisheries Review South American Centolla Fishery"
600865	Carcharhinus brevipinna	Spinner shark	4	8	11	1358	865	0.999999997	0.2	0	0	0	0	0	0.5	0.25	0.5	0	0.5	0.5	9999	0	100	reef-associated	f	40	-38	"{21,31,34,37,41,47,51,57,61,71,81}"	11	234.3914807	27.4	"FB or SLB Comments: Found on the continental and insular shelves from close inshore to offshore (Ref. 244). Makes vertical spinning leaps out of the water as a feeding technique in which the sharks spins through a school of small fish with an open mouth and then breaks the surface (Ref. 9997). Feeds mainly on pelagic bony fishes, also small sharks, cuttlefish, squids, and octopi (Ref. 244, 5578). Viviparous (Ref. 50449). Forms schools (Ref. 244). Highly migratory off Florida and Louisiana and in the Gulf of Mexico (Ref. 244). Regularly caught in fisheries where found (Ref. 244). Utilized fresh and dried salted for human consumption (Ref. 244). Fins probably used in the oriental shark fin trade, and livers for vitamin oil production (Ref. 9997)."
601235	Sphyraena barracuda	Great barracuda	6	60	360	997	1235	99.9999997	0.8	0.5	0.75	0	0.5	0	0.5	0.25	0.5	0	0.5	0.5	9999	0	100		f	45	-35	"{21,31,34,41,51,57,61,71,77,81}"	10	179	27.2	
606978	Magnisudis prionosa	Southern barracudina	6	39	169	2576	6978	30.27210743	0.4	0.5	0	0	0	0	0.5	0.5	0.5	0	0.5	0.5	9999	0	1000	bathypelagic	f	-20	-60	"{41,48,51,58,81}"	5	49.665	6.8	"FB or SLB Comments: Vertically, juveniles occur from near surface to about 200 m and adults down to 1,000 m but mainly between 300-800 m. Feeds mainly on fishes."
606358	Chirocentrus dorab	Dorab wolfherring	6	28	45	9307	6358	69.99999979	0.6	0.5	0	0	0.5	0	0.5	0	0	0	1	0	9999	10	120		f	35	-30	"{51,57,61,71,77}"	5	100	28.1	
601006	Seriola fasciata	Lesser amberjack	6	60	314	7464	1006	0.999999997	0.2	0	0	0	0	0	0.5	0.25	0.5	0	0.5	0.5	9999	55	130	benthopelagic	f	43	-30	"{21,27,31,34,37,41,47}"	7	57.69033537	23.3	Adults are benthopelagic near the coasts; Smaller juveniles epipelagic in oceanic or offshore neritic waters. 
690016	Euphausia superba	Antarctic krill	901009	910033	900496	904979	927320	0.999999997	0.2	0	0	0	0	0	0.5	0	0	0	1	0	200	0	1328	pelagic	f	-45	-79	"{48,58,88}"	3	6	-1	"Amy's comments: seamount. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
601935	Caranx latus	Horseeye jack	6	60	314	3864	1935	69.99999979	0.6	0.5	1	0	0	0	0.5	0.25	0.5	0	0.5	0.5	9999	0	140		f	41	-23	"{21,31,34,41,47}"	5	92	26.5	
609888	Cubiceps capensis	Cape fathead	6	60	422	1399	9888	30.39999991	0.4	0.5	0	0	0	0	0.5	0.5	0.5	0	0.5	0.5	9999	0	140	pelagic-oceanic	f	40	-35	"{21,37,41,47,51,57,71,77,87}"	9	87.43528923		"FB or SLB Comments: Oceanic, epipelagic or mesopelagic in tropical waters. Feeds mainly on salps (Ref. 33689). Occurs near the surface at night but depth at daytime is not known. Excellent food fish."
500487	Scomberomorus	Spanish mackerels	6	60	416	2960		99.9999997	0.8	0.5	0.5	0	0	0.5	0.5	0.25	0.5	0	1	0.5	9999	0	140		f	45	-45	"{21,31,34,37,41,47,51,57,61,71,77,81,87}"	13	112	26.325	
601606	Dorosoma petenense	Threadfin shad	6	28	43	3494	1606	0.999999997	0.2	0	0	0	0	0	0.25	0	0.5	0	0.75	0	9999	0	15	pelagic-neritic	f	42	15	"{2,6,21,31,77}"	5	27.23895997	25.5	"FB or SLB Comments: Often schooling, occurring mainly in freshwater (in large rivers, reservoirs, lakes, and swamps). Prefer the presence of smooth, steep-sided surfaces such as dams, cement-lined pools and rip rapped streams (Ref. 39049). But adults are also found in brackish or saline water of estuaries and bays (up to 32.3 ppt salinity (Ref. 39050); juveniles to about 15 ppt). Larvae are pelagic probably found only in freshwater (Ref. 39046). Filter-feeders, but not entirely herbivorous since recorded food items include copepods, cladocerans and fish fry. Also feed on organic material of sand and detritus bottoms (Ref. 9114). Breed in the spring and in autumn, in freshwater, near or over plants or other objects. Eggs adhere to aquatic vegetation (Ref. 4639). Caught exclusively in fresh waters and sometimes in mouths of rivers (Ref. 9291). Also Ref. 58302."
600876	Carcharhinus macloti	Hardnose shark	4	8	11	1358	876	0.999999997	0.2	0	0	0	0	0	0.5	0.25	0.5	0	0.75	0.25	9999	0	170	demersal	f	26	-11	"{51,57,61,71}"	4	87.22128834	28	"FB or SLB Comments: Found in inshore and offshore waters of continental and insular shelves (Ref. 9997). Feeds mainly on fishes, also cephalopods and crustaceans (Ref. 6871). Viviparous (Ref. 50449). Of limited interest to fisheries due to its small size (Ref. 9997). Utilized fresh and probably dried-salted for human consumption (Ref. 244)."
605123	Exocoetus monocirrhus	Barbel flyingfish	6	51	206	64	5123	0.999999997	0.2	0	0	0	0	0	0.5	0.25	0.5	0	0	0.5	9999	0	20	pelagic-oceanic	f			"{47,51,57,61,71,77,87}"	7	20		FB or SLB Comments: Epipelagic in oceanic and neritic waters (Ref. 9839). May leap out of the water and glide for considerable distances above the surface.
601897	Caranx senegallus	Senegal jack	6	60	314	3864	1897	0.999999997	0.2	0	0	0	0	0	0.5	0.25	0.5	0	0.75	0.5	9999	0	200	benthopelagic	f	25	-20	"{1,34,47}"	3	77.53620941	19.7	"FB or SLB Comments: Inhabits coastal waters (Ref. 2683). Pelagic species that may enter estuaries and lagoons (Ref. 57391). Feeds on fish, crabs and shrimps (Ref. 28587). Maximum total length reported as 500mm in Ref. 57392."
606979	Notolepis annulata	Ringed barracudina	6	39	169	2048	6979	0.999999999	0.2	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	9999	0	2050	demersal	f	-37	-72	"{41,48,58}"	3	0		"Amy's comments: Abyssal>2000. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments. FB or SLB Comments: Juveniles taken at 45 m; adults from 550 to more than 2, 000 m. Feeds on krill and fishes."
607118	Icichthys australis	Southern driftfish	6	60	421	3058	7118	0.999999997	0.2	0	0	0	0	0	0.25	0.25	0	0.25	0	0.25	9999	0	2141	pelagic-oceanic	f	-34	-61	"{41,48,57,58,81,87,88}"	7	69.80832874		"Amy's comments: shelf (Jacob, W., McClatchie, S., Probert, P. K., & Hurst, R. J. (1998). Demersal fish assemblages off southern New Zealand in relation to depth and temperature. Deep-sea Research Part I, 45(12), 2119-2155.) AND slope (Pakhomov, E. A., Bushula, T., Kaehler, S., Watkins, B. P., & Leslie, R. W. (2006). Structure and distribution of the slope fish community in the vicinity of the sub?Antarctic Prince Edward Archipelago. Journal of Fish Biology, 68(6), 1834-1866.). NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments. FB or SLB Comments: A rare (Ref. 5205) oceanic species."
601662	Engraulis eurystole	Silver anchovy	6	28	454	498	1662	0.999999997	0.2	0	0	0	0	0	0.25	0	0.5	0	0.75	0	9999	124	282	pelagic-neritic		45	0	"{21,31,41}"	3	13.113	6.6	"FB or SLB Comments: Common in shallow sheltered waters like harbors, etc., forming compact schools. Spawning peak is in July or August. Eggs are ellipsoidal (Ref. 189)."
600071	Caranx hippos	Crevalle jack	6	60	314	3864	71	31.8888888	0.4	0.75	0	0	0	0	0.75	0.25	0.75	0	0.5	0.5	9999	0	350		f	45	-33	"{21,27,31,34,37,41,47,51,57,71}"	10	102	24.8	
600203	Boops boops	Bogue	6	60	330	1039	203	0.999999997	0.2	0	0	0	0	0	0.5	0	0.5	0	0.5	0	9999	0	350		f	63	-16	"{27,34,37,47}"	4	32	17.8	
601936	Caranx lugubris	Black jack	6	60	314	3864	1936	30.39999991	0.4	0	0.5	0	0	0	0.5	0.25	0.5	0	0.5	0.5	9999	12	354		f	30	-30	"{27,31,34,41,47,51,57,61,71,77,87}"	11	90	27.1	
500467	Caranx	Jacks	6	60	314	3864		99.9999997	0.8	0.75	0.75	0	0.5	0	0.75	0.25	0.75	0	0.75	0.5	9999	0	354		f	45	-36	"{21,27,31,34,37,41,47,51,57,61,71,77,81,87}"	14	88	25.32727273	
601279	Trachurus picturatus	Blue jack mackerel	6	60	314	3831	1279	30.03703695	0.4	0	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0.5	9999	305	370		f	45	-41	"{27,34,37,47}"	4	49	13.1	
590103	Euphausia	Krills	901009	910033	900496	904979		30.39999991	0.4	0	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0.5	9999	0	4000		f	-45	-79	"{27,37,48,58,61,88}"	6	6	-1	
600556	Encrasicholina heteroloba	Shorthead anchovy	6	28	454	7622	556	30.39999991	0.4	0.25	0	0	0	0	0.5	0	0.5	0	0.5	0	9999	20	50		f	33	-23	"{51,57,61,71,77}"	5	12	27.9	
601517	Sardinella sindensis	Sind sardinella	6	28	43	3475	1517	30.39999991	0.4	0	0.5	0	0	0	0.25	0	0.5	0	0.5	0	9999	0	50	pelagic-neritic	f	30	10	"{51,61}"	2	17	26.9	FB or SLB Comments: Forms schools in coastal waters. Marketed fresh and dried-salted.
601913	Carangoides bartholomaei	Yellow jack	6	60	314	6620	1913	99.9999997	0.8	0.5	1	0	0.5	0	0.5	0.5	0.5	0	0.5	0.75	9999	0	50	reef-associated	f	42	-25	"{21,31,34,41,47}"	5	81.27240071	26.4	FB or SLB Comments: Adults prefer offshore reefs (Ref. 9710) and open marine waters (Ref. 26938). Juveniles often found near the shore on seagrass beds or often associated jellyfish or floating <i>Sargassum</i> (Ref. 5217). Generally solitary but sometimes seen in small groups (Ref. 26235). They feed on small fishes (Ref. 26235). Spawning occurs offshore from February to October (Ref. 26938). Flavor considered fair to good (Ref. 5521).
600997	Hemicaranx amblyrhynchus	Bluntnose jack	6	60	314	2762	997	0.999999997	0.2	0	0	0	0	0	0.25	0	0.5	0	0.5	0	9999	0	50	pelagic-neritic	f	37	-27	"{21,31,41}"	3	39.0100802	25.6	"FB or SLB Comments: Adults are coastal species. They do not form large schools (Ref. 35237). Juveniles are encountered in brackish estuaries (Ref. 5217), moving to greater depths as it grows, but not deeper than 50 m (Ref. 9626). Eggs are pelagic, spawning occurs generally in summer (Ref. 35237). Marketed fresh (Ref. 9626)."
601588	Brevoortia gunteri	Finescale menhaden	6	28	43	9068	1588	0.999999997	0.2	0	0	0	0	0	0.5	0.25	0.5	0	0.5	0.5	9999	0	50	pelagic-neritic	f	30	17	{31}	1	30	24.4	"FB or SLB Comments: Schooling in inshore waters, including bays (possibly euryhaline). Feeds on plankton. No data on breeding (Ref. 188). Spawns during winter and possibly during early spring (Ref. 37032)."
601591	Brevoortia smithi	Yellowfin menhaden	6	28	43	9068	1591	0.999999997	0.2	0	0	0	0	0	0.5	0.25	0.5	0	0.5	0.5	9999	0	50	pelagic-neritic	f	37	23	{31}	1	33	24.4	"FB or SLB Comments: A schooling species (but perhaps not in the northern part of its range) occurring inshore and in bays and estuaries. Feeds by filtering phytoplankton. Breeds in winter, probably November through to February or March. Eggs and larvae are planktonic (Ref. 188). Parasitic copepod found in the stomach (Ref. 37032)."
505586	Anchoviella	Anchovies	6	28	454	9587		30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.75	0.25	9999	0	50		f	32	-27	"{18,21,27,31,34,37,41,47,48,51,57,58,61,67,71,77,81,87,88}"	19	10		
600571	Stolephorus insularis	Hardenbergs anchovy	6	28	454	6287	571	30.39999991	0.4	0.5	0	0	0	0.5	0	0	0.5	0	0.5	0	9999	0	50		f	28	-9	"{51,57,61,71,77}"	5	8		
600611	Setipinna taty	Scaly hairfin anchovy	6	28	454	213	611	0.999999997	0.2	0	0	0	0	0	0.5	0.25	0.5	0	0.5	0.5	9999	0	50	pelagic-neritic	f	24	-9	"{51,57,61,71}"	4	13.2911865		"FB or SLB Comments: A schooling species found mainly in coastal waters, but also entering estuaries (e.g. the Hooghly). More data needed, based on certain identifications, since at least some records must have been based on <i>S. tenuifilis</i>. One of the commonest species of <i>Setipinna</i>."
600625	Coilia dussumieri	Goldspotted grenadier anchovy	6	28	454	4753	625	0.999999997	0.2	0	0	0	0	0	0.5	0.25	0.5	0	0.5	0.5	9999	0	50	pelagic-neritic	f	24	-9	"{51,57,71}"	3	20		"FB or SLB Comments: A coastal and estuarine species, occurring in fully saline water, but also able to tolerate lowered salinities, perhaps almost fresh water. Feeds on copepods, prawn and fish larvae, various unidentified crustaceans and cypris, also stomatopod larvae, mysids, polychaete larvae, isopods and <i>Sagitta</i>. The breeding season is perhaps extended; probably entering estuaries to breed (larvae about 5 km up Burhabalang estuary, Orissa, India in May and June). Utilized as a food fish (Ref. 171)."
605030	Sphyraena afra	Guinean barracuda	6	60	360	997	5030	0.999999997	0.2	0	0	0	0	0	0.5	0.25	0.5	0	0.5	0.5	9999	0	75	pelagic-neritic	f	15	-22	"{1,34,47}"	3	177.277645		"FB or SLB Comments: Commonly enters lagoons and estuaries (Ref. 4339, 57401). Found on the continental shelf (Ref. 36731). Feeds on fish and shrimps (Ref. 28587). Never reported to be ciguatoxic. Good food and recreational value."
600004	Engraulis ringens	Anchoveta	6	28	454	498	4	0.999999997	0.2	0	0	0	0	0	1	0	1	0	1	0	9999	3	80	pelagic-neritic	f	1	-43	{87}	1	20	19.7	"Amy's comments: seamount see sp ref. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
600810	Carcharhinus altimus	Bignose shark	4	8	11	1358	859	0.999999997	0.2	0	0	0	0	0	0.5	0.5	0.5	0	0.25	0.5	9999	25	810	reef-associated	f	40	-34	"{31,34,37,47,51,57,61,71,77,81,87}"	11	239.314603	19.9	"FB or SLB Comments: Found near the edge of the continental and insular shelves and uppermost slopes (Ref. 244). Rare in shallow waters (Ref. 9997), bottom associated near shelf breaks and drop-offs; young may occur at 25 m (Ref. 58302). Feeds on bony fishes, other sharks, stingrays, and cuttlefish (Ref. 244). Viviparous (Ref. 50449). Utilized for fishmeal, liver oil, and shagreen (Ref. 9997). Minimum depth reported taken from Ref. 244."
600382	Seriola lalandi	Yellowtail amberjack	6	60	314	7464	382	99.9999997	0.8	0.25	0.5	0	0.5	0	0.5	0.25	0.75	0	0.5	0.5	9999	3	825	benthopelagic	f	54	-43	"{41,47,51,57,61,67,71,77,81,87}"	10	205	14.9	"Amy's comments: http://www.fao.org/fishery/species/3296/en. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
600119	Scomberomorus brasiliensis	Serra Spanish mackerel	6	60	416	2960	119	39.33333327	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	9999	0	91	reef-associated	f	20	-35	"{31,41}"	2	120	27.5	"Amy's comments: Found in estuary (Collette, B. B. (2002). Mackerels and tunas. The living marine resources of the Western Central Atlantic, 3, 1836-1857.). NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments."
600124	Scomberomorus koreanus	Korean seerfish	6	60	416	2960	124	0.999999997	0.2	0	0	0	0	0	0.5	0.25	0.5	0	0.5	0.5	9999	0		pelagic-neritic	f	39	-6	"{51,57,61,71}"	4	145.95	27.3	"Amy's comments: shelf (saved FAO doc). NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments. FB or SLB Comments: Feeds on small schooling fishes, such as sardines and anchovies and on shrimps. This species makes up an important part of the drift net fishery in Palk Bay and the Gulf of Mannar. Marketed fresh and dried-salted (Ref. 9684)."
614701	Mugil trichodon		6	63	359	3595	14701	0.999999997	0.2	0	0	0	0	0	0.5	0.25	0.5	0	0.75	0.5	9999	0		pelagic-neritic	f	30	-6	"{2,31,41}"	3	35.62	27	"FB or SLB Comments: Occur in coastal water, brackish lagoons and lower reaches of rivers (sometimes in freshwater) (Ref. 3791). Feed on small algae and other organic matter (Ref. 3791). Oviparous, eggs are pelagic and non-adhesive (Ref. 205)."
601030	Cheilopogon melanurus	Atlantic flyingfish	6	51	206	4971	1030	0.999999997	0.2	0	0	0	0	0	0.25	0	0.5	0	0.5	0	9999	0		pelagic-neritic		40	-25	"{21,31,34,41}"	4	26.666656	26.2	FB or SLB Comments: Generally found in surface waters near the coast (Ref. 5217). Capable of leaping out of the water and gliding for long distances above the surface (Ref. 3613).
610202	Sphyraena viridensis	Yellowmouth barracuda	6	60	360	997	10202	70.57214243	0.6	0.5	0	0	0.5	0	0.5	0.25	0.5	0	0.5	0.5	9999	0		pelagic-neritic	f	44	14	"{34,37}"	2	100.4860553	25	"Amy's comments: seagrass (Kalogirou, S., Wennhage, H., & Pihl, L. (2012). Non-indigenous species in Mediterranean fish assemblages: Contrasting feeding guilds of Posidonia oceanica meadows and sandy habitats. Estuarine, Coastal and Shelf Science, 96, 209-218.). NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments. FB or SLB Comments: Its habits are probably similar to those of the phylogenetically closely related <i>Sphyraena sphyraena</i> (Ref. 6949). Feeds on cephalopods, crustaceans and fishes. Caught in trammel nets and beach seines (Ref. 11101)."
603212	Lucania parva	Rainwater killifish	6	50	570	9715	3212	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.25	0	0.75	0	9999	0		pelagic-neritic		42	26	"{2,21,31,67,77}"	5	4.05	23.7	"Amy's comments: estuarine. NOTE: Find Species name in Literature folder, for access to the reference used to draw each of these comments. FB or SLB Comments: Inhabits vegetated quiet water and usually swims several inches below surface of water. 7 cm max TL (Ref. 5723). Feeds on larval crustaceans (mainly cyclopoid and harpacticoid copepods), mosquito larvae, small worms, and mollusks (Ref. 79012). Not a seasonal killifish. Is difficult to maintain in aquarium (Ref. 27139)."
603241	Menidia beryllina	Inland silverside	6	49	623	3456	3241	49.99999985	0.6	0.5	0	0	0.5	0	0.5	0.25	0.5	0	0.5	0.5	9999	0		pelagic-neritic	f	42	25	"{2,21,31}"	3	11.25	23.7	"FB or SLB Comments: A brackish/marine species that ascends rivers (Ref. 86798). In fresh water, usually occurs at the surface of clear, quiet water over sand or gravel. Some landlocked populations, many of which have been established in impoundments as forage for sport fishes, reproduce in fresh water (Ref. 5723). Feeds on zooplankton (Ref. 10294)."
603240	Membras martinica	Rough silverside	6	49	623	4502	3240	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	9999	3		pelagic-neritic	f	41	24	"{21,31}"	2	11.0625	23.5	FB or SLB Comments: Occurs along shore and in bays and inlets.
603545	Remora australis	Whalesucker	6	60	313	847	3545	99.9999997	0.8	0.5	0.5	0	0.5	0	0.5	0.25	0.5	0	0.5	0.5	9999	0		pelagic-oceanic				"{31,37,41,47,51,57,61,67,77,87}"	10	65.4949	23	"FB or SLB Comments: Oceanic, mostly in warm seas. Attaches itself only to whales and porpoises (Ref. 7251). One adult couple was recorded attached to the same individual spinner dolphin for a period of about 3 months (Ref. 50801). A common associate of spinner dolphins at Fernando de Noronha Archipelago, southeast Atlantic, where it occurs year-round. Recorded feeding on spinner dolphinsâ€™ feces and vomits (Ref. 48727)."
690915	Chionoecetes japonicus	Red snow crab	901009	910032	900457	902569	154718	0.999999997	0.2	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	2700	120	1500		f	45	35	{61}		10		All data from SeaLifeBase
690186	Crassostrea madrasensis	Indian backwater oyster	901062	910253	901824	903275	983724	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	300	0			f	90	-90	{57}	1	10	29	
601453	Dussumieria acuta	Rainbow sardine	6	28	683	7125	1453	30.39999991	0.4	0	0.5	0	0	0	0.5	0	0.5	0	0.75	0	9999	0			f	31	-7	"{37,51,57,61,71,77}"	6	20	28.8	
600388	Selaroides leptolepis	Yellowstripe scad	6	60	314	2424	388	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	25	0			f	26	-24	"{51,57,61,71}"	4	20	28.6	
600340	Eleutheronema tetradactylum	Fourfinger threadfin	6	60	361	1052	340	99.9999997	0.6	0.5	0.5	0	0	0	0.5	0	0.5	0	0.75	0	9999	0			t	26	-29	"{51,57,61,71}"	4	164	28.6	
601507	Sardinella fimbriata	Fringescale sardinella	6	28	43	3475	1507	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.75	0	9999	0			f	23	-12	"{34,51,57,61,71}"	5	13	28.6	
601600	Tenualosa toli	Toli shad	6	28	43	2322	1600	66.1290321	0.6	0.5	0.5	0	0	0	0.5	0	0.5	0	0.75	0	9999	0			f	28	-8	"{51,57,61,71}"	4	47	28.6	
601616	Nematalosa nasus	Blochs gizzard shad	6	28	43	2107	1616	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.75	0	9999	0			f	38	1	"{51,57,61,71}"	4	18	28.6	
601854	Lethrinus atkinsoni	Pacific yellowtail emperor	6	60	328	4481	1854	62.8205127	0.6	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	30	0			f	28	-25	"{57,61,71,77,81}"	5	43	28.6	
614983	Plesiops corallicola	Bluegill longfin	6	60	294	984	14983	30.39999991	0.4	0	0.75	0	0	0	0.5	0	0.5	0	0.75	0	23	0			f	32	-24	"{51,57,61,71,77}"	5	15	28.6	
601853	Lethrinus amboinensis	Ambon emperor	6	60	328	4481	1853	69.99999979	0.6	0	0.75	0	0.5	0	0.5	0	0.5	0	0.5	0	50	0			f	35	-20	"{57,61,71,77}"	4	57	28.6	
604698	Scatophagus argus	Spotted scat	6	60	341	3563	4698	58.97435886	0.6	0.75	0.75	0	0	0	0.5	0	0.5	0	0.75	0.5	4	0			f	32	-23	"{51,57,61,71,77}"	5	32	28.6	
605995	Upeneus taeniopterus	Finstripe goatfish	6	60	332	1675	5995	57.99999983	0.8	0.5	0.75	0	0.5	0	0.5	0	0.5	0	0.5	0	50	0			f	25	-19	"{51,57,61,71,77}"	5	29	28.6	
609648	Zenarchopterus dispar	Feathered river garfish	6	51	475	5995	9648	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	25	0			f	90	-90	"{51,57,71,77}"	4	16	28.6	
607366	Epinephelus summana	Summan grouper	6	60	289	7755	7366	62.8205127	0.6	0.5	0.75	0	0	0	0.5	0	0.5	0	0.5	0	21	0			f	31	9	"{51,57,61}"	3	43	28.6	
600555	Encrasicholina devisi	Devis anchovy	6	28	454	7622	555	30.39999991	0.4	0.5	0.75	0	0	0	0	0	0.5	0	0.75	0.25	13	10			f	32	-28	"{51,57,61,71,77}"	5	8	28.5	
608187	Pampus chinensis	Chinese silver pomfret	6	60	425	550	8187	28.48780483	0.4	0.75	0	0	0	0	0.5	0	0.5	0	0.75	0.5	50	10			f	32	-3	"{51,57,61,71}"	4	33	28.5	
606369	Plectorhinchus vittatus	Indian Ocean oriental sweetlips	6	60	327	3342	6369	69.99999979	0.6	0.5	0.75	0	0	0	0.5	0	0.5	0	0.5	0	25	2			f	30	-27	"{51,57,61,71,77}"	5	72	28.5	
601923	Carangoides bajad	Orangespotted trevally	6	60	314	6620	1923	28.99999994	0.4	0	1	0	0	0	0.5	0	0.5	0	0.5	0	50	2			f	25	-10	"{51,57,61,71}"	4	45	28.5	
605404	Hemiramphus far	Blackbarred halfbeak	6	51	475	5247	5404	79.99999976	0.8	0.5	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0.5	5	0			f	35	-25	"{37,47,51,57,61,71,77}"	7	40	28.5	
604973	Scarus dimidiatus	Yellowbarred parrotfish	6	60	364	4784	4973	28.22222218	0.4	0	0.5	0	0	0	0.5	0	0.5	0	0.5	0.5	12	0			f	30	-24	"{61,71,77}"	3	35	28.5	
605656	Ellochelon vaigiensis	Squaretail mullet	6	63	359	9885	5656	69.99999979	0.6	0.5	0.75	0	0	0	0.5	0	0.5	0	0.5	0	50	0			f	32	-24	"{51,57,61,71,77}"	5	53	28.5	
605658	Valamugil engeli	Kanda	6	63	359	5707	5658	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	20	0			f	25	-24	"{51,61,71,77}"	4	25	28.5	
607699	Gerres longirostris	Strongspine silver-biddy	6	60	326	2344	7699	69.99999979	0.8	0.75	0.75	0	0.5	0	0.5	0	0.5	0	0.75	0.5	50	0			f	90	-90	"{47,51,57,61,71,77}"	6	35	28.5	
600977	Tylosurus crocodilus	Hound needlefish	6	51	207	1044	977	89.53488356	0.6	0	0.75	0	0.5	0	0.5	0	0.5	0	0.5	0	13	0			f	21	1	"{21,31,34,41,47,51,57,61,71,77,87}"	11	132	28.5	
601494	Herklotsichthys quadrimaculatus	Bluestripe herring	6	28	43	10430	1494	49.99999985	0.8	0.5	0.75	0	0.5	0	0.5	0	0.5	0	0.5	0	13	0			f	37	-30	"{47,51,57,61,71,77}"	6	25	28.5	
601847	Lethrinus obsoletus	Orangestriped emperor	6	60	328	4481	1847	68.51851833	0.6	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	30	0			t	28	-23	"{51,57,61,71,77}"	5	49	28.5	
601851	Lethrinus harak	Thumbprint emperor	6	60	328	4481	1851	81.99999975	0.8	0.5	0.75	0	0.5	0	0.5	0	0.5	0	0.5	0	20	0			f	32	-22	"{51,57,61,71,77}"	5	41	28.5	
604544	Sillago sihama	Silver sillago	6	60	307	2493	4544	28.81081075	0.4	0.75	0	0	0	0	0.75	0	0.5	0	0.75	0	60	0			f	41	-36	"{37,51,57,61,71}"	5	31	28.5	
605659	Moolgarda seheli	Bluespot mullet	6	63	359	5707	5659	30.39999991	0.4	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0	30	0			t	32	-23	"{47,51,57,61,71,77,81}"	7	50	28.5	
605801	Gerres oblongus	Slender silverbiddy	6	60	326	2344	5801	28.99999994	0.4	0	0.5	0	0	0	0.5	0	0.5	0	0.5	0.5	43	0			f	30	-23	"{51,57,61,71,77}"	5	30	28.5	
605996	Gerres oyena	Common silverbiddy	6	60	326	2344	5996	49.99999985	0.6	0.5	0	0	0.5	0	0.5	0	0.5	0	0.5	0	20	0			f	32	-24	"{51,57,61,71,77}"	5	25	28.5	
606082	Plectropomus areolatus	Squaretail coralgrouper	6	60	289	3858	6082	30.39999991	0.4	0	0.75	0	0	0	0.5	0	0.5	0	0.5	0.5	20	0			f	31	-25	"{51,57,61,71,77}"	5	66	28.5	
605388	Echidna nebulosa	Snowflake moray	6	26	56	849	5388	30.39999991	0.4	0	0.5	0	0	0	0.5	0	0.5	0	0.5	0	48	0			f	30	-32	"{47,51,57,61,71,77,81,87}"	8	99	28.4	
606396	Cephalopholis argus	Peacock hind	6	60	289	6535	6396	30.39999991	0.4	0	1	0	0	0	0.5	0	0.5	0	0.5	0	40	0			f	29	-34	"{51,57,61,71,77,81}"	6	50	28.4	
